ItemId,Kind,SourceType,SourceText
50441,Mount,Cosmic Exploration,Mech Pilot Reward - Oizys
50435,Mount,Cosmic Exploration,Gold Ancient Record - Oizys
50448,Mount,Achievement,Worqor and Peace V
50444,Mount,Trial,Hell on Rails (Extreme)
50440,Mount,Event,Moogle Treasure Trove Event
50439,Mount,Raid,AAC Heavyweight M4 (Savage)
50437,Mount,Wondrous Tails,600 Faux Leaves
50436,Mount,PvP,PvP Series 10 - Level 25
47335,Mount,Deep Dungeon,Pilgrim's Traverse - Silver Sack
47334,Mount,Deep Dungeon,99 First Light Relics
47334,Mount,Deep Dungeon,Pilgrim's Traverse - Sack of First Light
46832,Mount,Achievement,Faerie Favors
46834,Mount,Trial,Smithy - Tuliyollal - 99 Guardian Arkveld Certificates
46834,Mount,Trial,The Windward Wilds
46834,Mount,Trial,The Windward Wilds (Extreme)
46833,Mount,Quest,The White Wanderer
46827,Mount,Event,All Saints' Wake (2025)
46831,Mount,Deep Dungeon,99 First Light Relics
46831,Mount,Deep Dungeon,Pilgrim's Traverse - Sack of First Light
46830,Mount,Tribal,Rarkorgor - Shelter (Urqopacha) - 18 Yok Huy Wards (Rank 7)
47336,Mount,Cosmic Exploration,Mesouaidonque - 60 Phaenna Token Booklets
46825,Mount,Cosmic Exploration,"Mesouaidonque - 29,000 Cosmocredits"
47973,Mount,Cosmic Exploration,Cosmic Fortune - Phaenna
47973,Mount,Cosmic Exploration,Mech Pilot Reward - Phaenna
46826,Mount,Trial,The Minstrel's Ballad: Necron's Embrace
46829,Mount,Treasure Hunt,Vault Oneiron
46828,Mount,Premium,Online Store
47979,Mount,Occult Crescent,99 Chunks of Sanguinite
47979,Mount,Occult Crescent,South Horn - Bronze/Silver Coffer
47978,Mount,Achievement,A Fork to Be Reckoned With I
47975,Mount,Occult Crescent,"5,000 Enlightenment Silver Pieces"
47977,Mount,Tribal,Veerul Ja - Gok Golma (Yak T'el) - 18 Mamool Ja Nanook (Rank 4)
44498,Mount,Premium,Online Store
48232,Mount,Achievement,Out of This World
44505,Mount,Cosmic Exploration,Cosmic Fortune - Sinus Ardonum
44505,Mount,Cosmic Exploration,Mech Pilot Reward - Sinus Ardonum
48231,Mount,PvP,PvP Series 8 - Level 25
47976,Mount,Trial,Recollection (Extreme)
47980,Mount,Premium,Online Store
44503,Mount,Wondrous Tails,600 Faux Leaves
47974,Mount,Raid,AAC Cruiserweight M4 (Savage)
44500,Mount,Chaotic Raid,Uah'shepya - Solution Nine - 75 Clouddark Demimateria II
44500,Mount,Chaotic Raid,The Cloud of Darkness (Chaotic)
44501,Mount,Chaotic Raid,Uah'shepya - Solution Nine - 99 Clouddark Demimateria I
44501,Mount,Chaotic Raid,The Cloud of Darkness (Chaotic)
45577,Mount,Premium,Twitch Campaign (December 2024)
45071,Mount,Hunts,"Ryubool Ja - Tuliyollal - 3,200 Sacks of Nuts"
44958,Mount,Wondrous Tails,1 Khloe's Gold Certificate of Commendation
44958,Mount,Wondrous Tails,600 Faux Leaves
44499,Mount,Trial,The Minstrel's Ballad: Sphene's Burden
44497,Mount,Tribal,Pavli - Dock Poga (Kozama'uka) - 18 Pelu Pelplumes (Rank 5)
44502,Mount,Gathering,"Splendors Vendor - Solution Nine - 100 Mount Tokens (100,000 Orange Gatherer's Scrips)"
43600,Mount,Treasure Hunt,Uah'shepya - Solution Nine - 3 Twilight Gemstones (Cenote Ja Ja Gural or Vault Oneiron)
43597,Mount,Raid,AAC Light-heavyweight M4 (Savage)
41802,Mount,Premium,Mountain Dew Promotion (NA Only)
44245,Mount,Hunts,"Ryubool Ja - Tuliyollal - 3,200 Sacks of Nuts"
43599,Mount,Achievement,Dawnbright Hunter
43598,Mount,Gathering,"Splendors Vendor - Solution Nine - 100 Mount Tokens (100,000 Orange Gatherer's Scrips)"
43596,Mount,FATE,"Uah'shepya - Solution Nine - 12 Ttokrrone Scales (FATE ""The Serpentlord Seethes"" - Shaaloani)"
43595,Mount,Achievement,A Life of Adventure VI
43594,Mount,Trial,Everkeep (Extreme)
43593,Mount,Trial,Worqor Lar Dor (Extreme)
43591,Mount,Purchase,"Neon - Solution Nine - 7,500,000 Gil"
43590,Mount,FATE,Edelina - Mor Dhona - 500 Turali Bicolor Gemstone Vouchers
43592,Mount,Quest,Dawntrail
41492,Mount,PvP,PvP Series 6 - Level 25
41488,Mount,Premium,Dawntrail Collector's Edition
41487,Mount,Event,Final Fantasy XVI Collaboration
36908,Mount,Quest,Gentlemen at Heart
41499,Mount,V&C Dungeon,Another Aloalo Island
41499,Mount,V&C Dungeon,Trisassant - Old Sharlayan - 100 Aloalo Coins
41495,Mount,Achievement,Good-willed Hunting
41491,Mount,Event,410 MGF (Fall Guys Collaboration)
41650,Mount,Island Sanctuary,200 Vegetal Vouchers
41650,Mount,Island Sanctuary,Sanctuary Materiel Container
41649,Mount,Island Sanctuary,Sanctuary Materiel Container
41497,Mount,Event,Little Ladies' Day & Hatching-tide (2024)
41497,Mount,Premium,Online Store
41496,Mount,Island Sanctuary,"100,000 Seafarer's Cowries (Sanctuary Rank 20)"
41494,Mount,Wondrous Tails,1 Khloe's Gold Certificate of Commendation
41494,Mount,Wondrous Tails,600 Faux Leaves
41493,Mount,Trial,The Abyssal Fracture (Extreme)
41490,Mount,Premium,Online Store
41489,Mount,Quest,Wings of Hope
40386,Mount,Event,The Rising (2023)
40386,Mount,Premium,Online Store
40388,Mount,V&C Dungeon,Another Mount Rokkon
40388,Mount,V&C Dungeon,Trisassant - Old Sharlayan - 100 Shishu Coins
40387,Mount,Achievement,Mononopeke
40384,Mount,Premium,Online Store
40382,Mount,Island Sanctuary,"50,000 Seafarer's Cowries (Sanctuary Rank 16)"
40391,Mount,Trial,The Voidcast Dais (Extreme)
40390,Mount,Wondrous Tails,1 Khloe's Gold Certificate of Commendation
40390,Mount,Wondrous Tails,600 Faux Leaves
40389,Mount,Premium,Online Store
40385,Mount,Raid,Anabaseios: The Twelfth Circle (Savage)
33683,Mount,Island Sanctuary,"18,000 Seafarer's Cowries"
33682,Mount,Island Sanctuary,"18,000 Seafarer's Cowries"
33681,Mount,Island Sanctuary,"18,000 Seafarer's Cowries"
40383,Mount,PvP,PvP Series 4 - Level 25
40383,Mount,PvP,"5,000 Trophy Crystals"
39485,Mount,Tribal,Coiningway - Hoper's Hold (Mare Lamentorum) - 18 Loporrit Carats (Rank 7)
39486,Mount,Achievement,Vintage Vogue
36911,Mount,Deep Dungeon,Eureka Orthos - Gold Sack
39495,Mount,Island Sanctuary,"35,000 Seafarer's Cowries (Sanctuary Rank 12)"
39494,Mount,Purchase,"Edelina - Mor Dhona - 50,000,000 Gil"
39493,Mount,Purchase,"Edelina - Mor Dhona - 50,000,000 Gil"
39492,Mount,Trial,Mount Ordeals (Extreme)
39491,Mount,Treasure Hunt,Nesvaaz - Radz-at-Han - 3 Bottles Of Exciting Tonic (The Excitatron 6000 - Gold Chests)
39490,Mount,Treasure Hunt,Nesvaaz - Radz-at-Han - 3 Burning Horns (The Shifting Gymnasion Agonon - Gold Chests)
39489,Mount,Gold Saucer,"4,000,000 MGP"
39488,Mount,Quest,A Labor of Leaf
39487,Mount,Premium,Online Store
38459,Mount,Premium,Online Store
38458,Mount,Premium,Online Store
23125,Mount,PvP,PvP Series 3 - Level 15
23125,Mount,PvP,"5,000 Trophy Crystals"
38462,Mount,Achievement,Dig Deep: The Sil'dihn Subterrane
38461,Mount,V&C Dungeon,Another Sil'dihn Subterrane
38461,Mount,V&C Dungeon,Trisassant - Old Sharlayan - 100 Sil'dihn Silvers
38456,Mount,Tribal,N-0598 - A-4 Research (Ultima Thule) - 18 Omicron Omnitokens (Rank 7)
33680,Mount,Island Sanctuary,"12,000 Seafarer's Cowries"
33679,Mount,Island Sanctuary,"12,000 Seafarer's Cowries"
33678,Mount,Island Sanctuary,"12,000 Seafarer's Cowries"
38455,Mount,Island Sanctuary,"24,000 Seafarer's Cowries (Sanctuary Rank 10)"
38464,Mount,Trial,Storm's Crown (Extreme)
38463,Mount,Raid,Abyssos: The Eighth Circle (Savage)
38460,Mount,Event,The Starlight Celebration (2022)
38460,Mount,Premium,Online Store
38457,Mount,Wondrous Tails,1 Khloe's Gold Certificate of Commendation
38457,Mount,Wondrous Tails,600 Faux Leaves
36905,Mount,PvP,PvP Series 2 - Level 25
36905,Mount,PvP,"5,000 Trophy Crystals"
36632,Mount,Premium,Online Store
36907,Mount,Tribal,Ghanta - Svarna (Thavnair) - 18 Arkasodara Pana (Rank 7)
36913,Mount,Premium,Online Store
36912,Mount,Trial,The Minstrel's Ballad: Endsinger's Aria
36909,Mount,Hunts,"J'lakshai (Old Sharlayan) / Wilmetta (Radz-at-Han) - 3,200 Sacks Of Nuts"
36904,Mount,Wondrous Tails,1 Khloe's Gold Certificate of Commendation
36904,Mount,Wondrous Tails,600 Faux Leaves
36910,Mount,Gold Saucer,"300,000 MGP"
36906,Mount,Treasure Hunt,Nesvaaz - Radz-at-Han - 3 Resplendent Feathers (The Excitatron 6000 or The Shifting Gymnasion Agonon)
36008,Mount,Raid,Asphodelos: The Fourth Circle (Savage)
36010,Mount,Premium,Lawson Promotion (Japan Only)
36010,Mount,Premium,Gong Cha Promotion
36005,Mount,FATE,Edelina - Mor Dhona - 500 Bicolor Gemstone Vouchers
36009,Mount,Premium,Online Store
36007,Mount,FATE,"Nesvaaz - Radz-at-Han - 12 Chi Bolts (FATE ""Omicron Recall: Killing Order"" - Ultima Thule)"
36004,Mount,Achievement,Endgame Hunter
36003,Mount,Wondrous Tails,1 Khloe's Gold Certificate of Commendation
36003,Mount,Wondrous Tails,600 Faux Leaves
36006,Mount,PvP,The Feast: Season 20
36002,Mount,Quest,Endwalker
36001,Mount,Trial,The Minstrel's Ballad: Hydaelyn's Call
36000,Mount,Trial,The Minstrel's Ballad: Zodiark's Fall
32842,Mount,Premium,Endwalker Collector's Edition
33676,Mount,Achievement,A Complete History
33684,Mount,Bozja,Dalriada - Final Boss Chest
33684,Mount,Occult Crescent,South Horn - Bronze/Silver Coffer
33689,Mount,Quest,The Adventurer with All the Cards
33675,Mount,Skybuilders,Fête Present
33675,Mount,Skybuilders,Enie - The Firmament - 30 Fête Tokens
33674,Mount,Skybuilders,"Enie - The Firmament - 8,400 Skybuilders' Scrips"
33674,Mount,Cosmic Exploration,Gold Ancient Record - Auxesia
33677,Mount,Premium,Online Store
33218,Mount,Quest,The Dragon Made
33688,Mount,Purchase,"Tabeth - Eulmore - 25,000,000 Gil"
33687,Mount,Purchase,"Edelina - Mor Dhona - 50,000,000 Gil"
33686,Mount,Event,Moonfire Faire (2021)
33686,Mount,Premium,Online Store
33685,Mount,Trial,The Cloud Deck (Extreme)
32838,Mount,Premium,Digital Fan Festival (2021)
32838,Mount,Premium,Online Store
32846,Mount,Bozja,Delubrum Reginae - Final Boss Chests
32846,Mount,Occult Crescent,South Horn - Silver Coffer
32840,Mount,Achievement,Savage Queen of Swords I
32841,Mount,Skybuilders,"Enie - The Firmament - 8,400 Skybuilders' Scrips"
32841,Mount,Cosmic Exploration,Gold Ancient Record - Auxesia
33145,Mount,Wondrous Tails,2 Khloe's Silver Certificate of Commendation
33145,Mount,Wondrous Tails,250 Faux Leaves
32845,Mount,Premium,Butterfinger Promotion (NA Only)
32845,Mount,Premium,Lawson Promotion (Japan Only)
32845,Mount,Premium,Twitch Campaign (July 2024)
32844,Mount,PvP,The Feast: Season 17
32843,Mount,Trial,Castrum Marinum (Extreme)
32839,Mount,Raid,Eden's Promise: Eternity (Savage)
32837,Mount,Event,The Starlight Celebration (2020)
32837,Mount,Premium,Online Store
30861,Mount,Bozja,Southern Front Lockbox
30102,Mount,Bozja,180 Bozjan Clusters
30102,Mount,Occult Crescent,South Horn - Bronze Coffer
30862,Mount,Skybuilders,"Enie - The Firmament - 8,400 Skybuilders' Scrips"
30862,Mount,Cosmic Exploration,Gold Ancient Record - Oizys
30865,Mount,Wondrous Tails,2 Khloe's Silver Certificate of Commendation
30865,Mount,Wondrous Tails,250 Faux Leaves
30866,Mount,Quest,On Ehll Tou's Wings
31396,Mount,PvP,The Feast: Season 16
30864,Mount,Event,Yo-kai Watch Collaboration - Obtain 17 Yo-kai Weapons
30863,Mount,Trial,The Seat of Sacrifice (Extreme)
30860,Mount,Tribal,Mizutt - Watts's Anvil (Lakeland) - 18 Hammered Frogments (Rank 7)
30859,Mount,Premium,Online Store
30104,Mount,Achievement,Castle in the Sky
28125,Mount,Skybuilders,"Enie - The Firmament - 8,400 Skybuilders' Scrips"
28125,Mount,Cosmic Exploration,Gold Ancient Record - Auxesia
28124,Mount,Skybuilders,Kupo of Fortune
30108,Mount,Premium,Online Store
30107,Mount,Raid,Eden's Verse: Refulgence (Savage)
30106,Mount,Achievement,No More Fish in the Sea II
30105,Mount,Trial,Cinder Drift (Extreme)
30103,Mount,Tribal,Yuqurl Manl - Hopl's Stopple (The Rak'tika Greatwood) - 18 Qitari Compliments (Rank 7)
28508,Mount,Premium,Online Store
28122,Mount,Premium,Online Store
28119,Mount,PvP,The Feast: Season 15
28118,Mount,PvP,The Feast: Season 14
28120,Mount,Achievement,One Steppe at a Time V
28116,Mount,Achievement,True Blue
28917,Mount,Skybuilders,"Enie - The Firmament - 8,400 Skybuilders' Scrips"
28917,Mount,Cosmic Exploration,Gold Ancient Record - Oizys
28123,Mount,Hunts,"Xylle (The Crystarium) / Ilfroy (Eulmore) - 3,200 Sacks of Nuts"
28121,Mount,Trial,The Minstrel's Ballad: Hades's Elegy
28117,Mount,Tribal,Jul Oul - Lydha Lran (Il Mheg) - 18 Fae Fancies (Rank 7)
26782,Mount,Crafting,Crafted by Carpenter - The Dungeons of Lyhe Ghiah
26779,Mount,Raid,Eden's Gate: Sepulture (Savage)
27971,Mount,Achievement,"Tank You, Gunbreaker III"
27967,Mount,Achievement,A Life of Adventure IV
25057,Mount,Premium,Online Store
26784,Mount,Event,All Saints' Wake (2019)
26784,Mount,Premium,Online Store
26783,Mount,Trial,The Crown of the Immaculate (Extreme)
26781,Mount,FATE,"Fathard - Eulmore - 12 Formidable Cog (FATE ""A Finale Most Formidable"" - Kholusia)"
26780,Mount,Achievement,Nuts for Nutsy
26778,Mount,Trial,The Dancing Plague (Extreme)
24629,Mount,Achievement,"Tank You, Gunbreaker II"
23982,Mount,Premium,Shadowbringers Collector's Edition
24626,Mount,Achievement,We're on Your Side I
24631,Mount,Achievement,Out of Hiding
24630,Mount,Eureka,Happy Bunny Lockbox - Eureka Hydatos
24630,Mount,Occult Crescent,South Horn - Bronze/Silver Coffer
24624,Mount,Event,Final Fantasy XV Collaboration
24623,Mount,Trial,The Wreath of Snakes (Extreme)
24625,Mount,Quest,A Lone Wolf No More
24628,Mount,Gold Saucer,"2,000,000 MGP"
24622,Mount,PvP,The Feast: Season 12
24627,Mount,Premium,Online Store
24219,Mount,Eureka,Happy Bunny Lockbox - Eureka Pyros
24219,Mount,Occult Crescent,South Horn - Silver Coffer
23988,Mount,Premium,In-Game Item Campaign
23988,Mount,Premium,Twitch Campaign (2021)
23987,Mount,PvP,The Feast: Season 11
23983,Mount,Premium,Online Store
23986,Mount,PvP,"20,000 Wolf Marks"
23985,Mount,Raid,Alphascape V4.0 (Savage)
23984,Mount,Trial,Hells' Kier (Extreme)
23981,Mount,Premium,Fan Festival 2018-19
23981,Mount,Premium,Online Store
23021,Mount,Premium,Online Store
21910,Mount,Gold Saucer,"750,000 MGP"
22600,Mount,Trial,The Great Hunt (Extreme)
23024,Mount,Achievement,Dressed for Heaven
23023,Mount,Deep Dungeon,Heaven-on-High - Platinum Sack
23123,Mount,PvP,The Feast: Season 8
23124,Mount,Achievement,Front and Center V
23022,Mount,Tribal,Gyosho - Dhoro Iloh (The Azim Steppe) - 20 Namazu Koban (Rank 8)
23025,Mount,PvP,The Feast: Season 7
23020,Mount,Trial,The Minstrel's Ballad: Tsukuyomi's Pain
21902,Mount,Premium,Online Store
21907,Mount,Eureka,Anemos Lockbox
21905,Mount,Raid,Sigmascape V4.0 (Savage)
21909,Mount,Event,Valentione's Day (2018)
21909,Mount,Premium,Online Store
21908,Mount,Event,Valentione's Day (2018)
21908,Mount,Premium,Online Store
22459,Mount,Tribal,Madhura - Castellum Velodyna (The Fringes) - 18 Ananta Dreamstaves (Rank 8)
21904,Mount,Tribal,Madhura - Castellum Velodyna (The Fringes) - 18 Ananta Dreamstaves (Rank 7)
21906,Mount,Achievement,Jonathas - Old Gridania - 6 Achievement Certificates
21903,Mount,Trial,The Jade Stoa (Extreme)
21049,Mount,Premium,Online Store
21192,Mount,Premium,Online Store
21051,Mount,Premium,Online Store
21054,Mount,Gold Saucer,"750,000 MGP"
21053,Mount,Achievement,Die Another Day III
21052,Mount,Crafting,Crafted by Alchemist
21048,Mount,Tribal,Shikitahe - Tamamizu (The Ruby Sea) - 12 Kojin Sango (Rank 8)
21047,Mount,Trial,The Minstrel's Ballad: Shinryu's Domain
21050,Mount,Event,The Starlight Celebration (2017)
21050,Mount,Premium,Online Store
16561,Mount,Premium,Online Store
15934,Mount,Premium,Calamity Salvager - 8 Gold Chocobo Feathers (Recruit a Friend Campaign)
20548,Mount,Premium,Fly the Falcon Mount Campaign
20548,Mount,Event,Moogle Treasure Trove Event
20556,Mount,Raid,Deltascape V4.0 (Savage)
20637,Mount,FATE,"Eschina - Rhalgr's Reach - 12 Ixion Horns (FATE ""A Horse Outside"" - The Lochs)"
20637,Mount,Wondrous Tails,300 Faux Leaves
20637,Mount,Wondrous Tails,1 Khloe's Silver Certificate of Commendation
16037,Mount,Premium,Stormblood Collector's Edition
20557,Mount,Achievement,You Got Game
20555,Mount,Quest,In the Footsteps of Bardam the Brave
20554,Mount,Achievement,"Tank You, Dark Knight III"
20553,Mount,Achievement,"Tank You, Warrior III"
20552,Mount,Achievement,"Tank You, Paladin III"
20551,Mount,Dungeon,Ala Mhigo
20550,Mount,Trial,The Pool of Tribute (Extreme)
20549,Mount,Trial,Emanation (Extreme)
17675,Mount,PvP,The Feast: Season 4
17676,Mount,PvP,The Feast: Season 4
17011,Mount,PvP,The Feast: Season 3
17010,Mount,PvP,The Feast: Season 3
17012,Mount,Gold Saucer,"750,000 MGP"
17009,Mount,Event,Hatching-tide (2017)
17009,Mount,Premium,Online Store
16567,Mount,Achievement,Furious Fatalities
17008,Mount,Quest,"Fiery Wings, Fiery Hearts"
17007,Mount,Trial,Containment Bay Z1T9 (Extreme)
16566,Mount,Achievement,Frontline Fury
16565,Mount,Achievement,Fame Fatale
14982,Mount,Premium,In-Game Item Campaign
16563,Mount,Raid,Alexander - The Soul of the Creator (Savage)
16564,Mount,Deep Dungeon,The Palace of the Dead - Gold Sack
16562,Mount,Trial,Containment Bay P1T6 (Extreme)
15946,Mount,Event,Yo-kai Watch Collaboration - Obtain 13 Yo-kai Weapons
15933,Mount,Deep Dungeon,E-Una-Kotor - Quarrymill (South Shroud) - 10 Gelmorran Potsherds
15431,Mount,Event,Yo-kai Watch Collaboration - Obtain 13 Yo-kai Minions
15430,Mount,Premium,Online Store
15932,Mount,Achievement,In a Blaze of Glory V
15432,Mount,Trial,The Minstrel's Ballad: Nidhogg's Rage
15429,Mount,Tribal,"Mogmul Mogbelly - Bahrr Lehs (The Churning Mists) - 200,000 Gil (Rank 7)"
15433,Mount,Achievement,I Hope Mentor Will Notice Me VI
14084,Mount,Premium,Online Store
14090,Mount,Premium,In-Game Item Campaign
14089,Mount,Achievement,Blood Born IV
14088,Mount,Trial,Containment Bay S1T7 (Extreme)
14087,Mount,Trial,The Minstrel's Ballad: Thordan's Reign
14086,Mount,Trial,Thok ast Thok (Extreme)
14085,Mount,Trial,The Limitless Blue (Extreme)
14083,Mount,Voyages,Spoils Collector - 1 Iron Voyage Spoil (Sea of Clouds Sector 24)
14082,Mount,Tribal,"Vath Stickpeddler - Loth ast Vath (The Dravanian Forelands) - 200,000 Gil (Rank 7)"
13288,Mount,Hunts,Bertana - Idyllshire - 6 Clan Mark Logs
13690,Mount,Premium,Online Store
13689,Mount,Premium,Online Store
13287,Mount,Skybuilders,"Enie - The Firmament - 4,200 Skybuilders' Scrips"
12071,Mount,Tribal,"Luna Vanu - Ok' Gundu Nakki (The Sea of Clouds) - 200,000 Gil (Rank 7)"
13098,Mount,Event,All Saints' Wake (2015)
13098,Mount,Premium,Online Store
12076,Mount,Raid,Alexander - The Burden of the Father (Savage)
12992,Mount,Premium,Calamity Salvager - 15 Gold Chocobo Feathers (Recruit a Friend Campaign)
12993,Mount,Premium,Calamity Salvager - 8 Gold Chocobo Feathers (Recruit a Friend Campaign)
12075,Mount,Quest,Divine Intervention
12074,Mount,Achievement,But Somebody's Gotta Do It (Dark Knight)
12073,Mount,Quest,Into the Aery
12072,Mount,Premium,Heavensward Collector's Edition
10079,Mount,Gold Saucer,"1,000,000 MGP"
10078,Mount,Gold Saucer,"200,000 MGP"
10081,Mount,Achievement,Behind Enemy Lines I
10080,Mount,Quest,A Legend for a Legend
8702,Mount,Premium,Ceremony of Eternal Bonding (Gold/Platinum)
9353,Mount,Achievement,Leaving a Better Impression II
9354,Mount,Trial,The Akh Afah Amphitheatre (Extreme)
8726,Mount,Premium,Online Store
8208,Mount,Tribal,"Ixali Vendor - Ehcatl (North Shroud) - 120,000 Gil (Rank 7)"
8212,Mount,Trial,The Striking Tree (Extreme)
8211,Mount,Achievement,A Line in the Sand IV
8210,Mount,Achievement,A Line in the Glade IV
8209,Mount,Achievement,A Line in the Storm IV
8207,Mount,Premium,Recruit a Friend Campaign reward
7849,Mount,Achievement,But Somebody's Gotta Do It (Warrior)
7848,Mount,Achievement,But Somebody's Gotta Do It (Paladin)
7847,Mount,Trial,The *Whorleater* (Extreme)
7846,Mount,Trial,The Navel (Extreme)
7845,Mount,Trial,The Howling Eye (Extreme)
7844,Mount,Trial,The Bowl of Embers (Extreme)
7555,Mount,Tribal,"Kobold Vendor - 789th Order Dig (Outer La Noscea) - 120,000 Gil (Rank 4)"
7554,Mount,Tribal,"Sahagin Vendor - Novv's Nursery (Western La Noscea) - 120,000 Gil (Rank 4)"
7553,Mount,Premium,A Realm Reborn Collector's Edition
6994,Mount,Trial,The Bowl of Embers (Extreme)
6994,Mount,Trial,The Howling Eye (Extreme)
6994,Mount,Trial,The Navel (Extreme)
6993,Mount,Achievement,Everybody's Darling
6992,Mount,Tribal,"Sylphic Vendor - Little Solace (East Shroud) - 120,000 Gil (Rank 4)"
6991,Mount,Tribal,"Amalj'aa Vendor - Ring of Ash (Southern Thanalan) - 120,000 Gil (Rank 4)"
6990,Mount,Achievement,Jonathas - Old Gridania - 6 Achievement Certificates
6269,Mount,Quest,Unicorn Power
6009,Mount,Achievement,Jonathas - Old Gridania - 6 Achievement Certificates
6007,Mount,Premium,A Realm Reborn Collector's Edition
6008,Mount,Quest,The Ultimate Weapon
6006,Mount,Other,Legacy Campaign
6002,Mount,Other,"At level 30 or above, speak with the Wandering Minstrel in Eastern La Noscea (Final Fantasy XIV 1.0)"
6001,Mount,Quest,My Little Chocobo (Immortal Flames)
6001,Mount,Quest,My Little Chocobo (Maelstrom)
6001,Mount,Quest,My Little Chocobo (Twin Adder)
